ticket_id,order_id,customer_id,ticket_date,issue_type,channel,ticket_status,resolution_time_hrs,agent_id,csat_score,is_repeat_complaint
TKT002090,ORD011681,CUST01886,2024-06-10,Wrong Item Received,Email,Open,,AGT07,,False
TKT002091,,CUST00638,2024-03-26,Cancellation Request,Phone,Resolved,41.0,AGT06,4.0,True
TKT002092,ORD001921,CUST00729,2023-02-11,Delivery Delay,Chat,Open,,AGT13,,False
TKT002093,,CUST00747,2023-12-18,Payment Failed,Chat,Resolved,10.0,AGT14,1.0,False
TKT002094,,CUST00893,2022-03-03,Promo Code Not Working,Social Media,Open,,AGT19,,True
TKT002095,ORD004985,CUST01377,2023-04-28,Payment Failed,Email,Resolved,5.0,AGT13,5.0,False
TKT002096,ORD005024,CUST01149,2023-05-27,Damaged Product,Email,Closed,31.0,AGT11,1.0,False
TKT002097,ORD009058,CUST01482,2022-06-22,Cancellation Request,Email,Open,,AGT12,,False
TKT002098,,CUST01106,2023-03-16,,Email,Escalated,,AGT15,,False
TKT002099,ORD001892,CUST01966,2024-05-11,Payment Failed,Phone,Open,,AGT01,,False
TKT002100,ORD014235,CUST01241,2023-08-27,Delivery Delay,Email,Resolved,37.0,AGT10,3.0,False
TKT002101,ORD013389,CUST00646,2023-09-03,Cancellation Request,Email,Resolved,48.0,AGT12,5.0,False
TKT002102,ORD006282,CUST01965,2023-05-19,Damaged Product,Email,Resolved,45.0,AGT17,4.0,False
TKT002103,ORD003070,CUST00391,2023-05-28,Login Issue,Chat,Closed,32.0,AGT15,1.0,True
TKT002104,ORD001669,CUST01348,2024-01-06,Cancellation Request,Chat,Resolved,66.0,AGT16,5.0,False
TKT002105,ORD002978,CUST01294,2022-03-23,Wrong Item Received,Social Media,Closed,28.0,AGT13,2.0,True
TKT002106,,CUST00562,2022-09-15,Login Issue,Social Media,Resolved,38.0,AGT14,2.0,False
TKT002107,ORD003410,CUST00276,2024-01-19,Payment Failed,Chat,Resolved,62.0,AGT08,3.0,False
TKT002108,,CUST00344,2023-08-02,Login Issue,Email,Resolved,21.0,AGT07,4.0,False
TKT002109,ORD000132,CUST00953,2023-10-04,Login Issue,Phone,Closed,38.0,AGT18,5.0,False
TKT002110,ORD013922,CUST00835,2022-09-07,Damaged Product,Social Media,Resolved,71.0,AGT16,4.0,False
TKT002111,ORD003847,CUST01383,2024-02-07,,Chat,Closed,41.0,AGT01,3.0,True
TKT002112,ORD013550,CUST00349,2023-12-27,Refund Not Received,Chat,Resolved,29.0,AGT19,3.0,False
TKT002113,,CUST01071,2024-06-06,Refund Not Received,Chat,Open,,AGT05,,False
TKT002114,ORD013886,CUST00724,2022-05-01,Cancellation Request,Phone,Resolved,28.0,AGT04,1.0,True
TKT002115,ORD007080,CUST01415,2022-01-01,Refund Not Received,Email,Resolved,22.0,AGT12,2.0,False
TKT002116,ORD000642,CUST00631,2022-03-15,Payment Failed,Email,Escalated,,AGT16,,True
TKT002117,ORD001746,CUST01625,2022-10-21,Refund Not Received,Chat,Escalated,,AGT14,,False
TKT002118,,CUST01346,2023-12-01,Refund Not Received,Email,Open,,AGT19,,False
TKT002119,ORD005050,CUST00595,2022-07-02,Payment Failed,Email,Escalated,,AGT07,,True
TKT002120,,CUST01482,2022-08-28,Damaged Product,Phone,Resolved,54.0,AGT04,5.0,False
TKT002121,ORD005551,CUST01532,2024-03-07,Refund Not Received,Phone,Closed,27.0,AGT06,4.0,False
TKT002122,,CUST01760,2024-03-30,Delivery Delay,Chat,Resolved,35.0,AGT07,3.0,False
TKT002123,,CUST01416,2022-01-14,Damaged Product,Chat,Resolved,30.0,AGT08,5.0,True
TKT002124,ORD000079,CUST00829,2022-11-02,,Email,Resolved,12.0,AGT09,1.0,False
TKT002125,,CUST01177,2022-04-11,Delivery Delay,Email,Open,,AGT11,,False
TKT002126,ORD002254,CUST00011,2023-08-11,Promo Code Not Working,Chat,Resolved,18.0,AGT02,4.0,False
TKT002127,ORD013914,CUST00499,2022-01-28,Payment Failed,Chat,Resolved,27.0,AGT04,2.0,False
TKT002128,ORD006888,CUST00662,2022-12-26,Wrong Item Received,Phone,Resolved,11.0,AGT11,2.0,False
TKT002129,ORD006775,CUST01449,2023-05-17,Payment Failed,Email,Resolved,12.0,AGT15,2.0,True
TKT002130,ORD000296,CUST01826,2023-01-10,Payment Failed,Chat,Closed,23.0,AGT10,4.0,False
TKT002131,,CUST01147,2023-12-26,Refund Not Received,Email,Resolved,60.0,AGT16,5.0,False
TKT002132,ORD006537,CUST00989,2022-01-22,Delivery Delay,Phone,Open,,AGT14,,True
TKT002133,ORD008165,CUST01859,2023-12-08,Cancellation Request,Chat,Resolved,36.0,AGT02,2.0,False
TKT002134,ORD008495,CUST00057,2023-01-17,Cancellation Request,Chat,Open,,AGT06,,False
TKT002135,ORD006596,CUST00024,2024-02-22,Refund Not Received,Email,Open,,AGT03,,False
TKT002136,ORD001639,CUST01518,2022-01-02,Delivery Delay,Chat,Closed,42.0,AGT16,2.0,False
TKT002137,,CUST00176,2024-04-24,Cancellation Request,Email,Resolved,59.0,AGT17,5.0,False
TKT002138,ORD003284,CUST01338,2024-04-30,Cancellation Request,Email,Resolved,29.0,AGT02,3.0,False
TKT002139,,CUST00924,2023-04-17,Payment Failed,Social Media,Open,,AGT11,,True
TKT002140,ORD006204,CUST00386,2023-08-20,Promo Code Not Working,Chat,Closed,24.0,AGT11,3.0,False
TKT002141,ORD012017,CUST01505,2023-07-30,Cancellation Request,Chat,Resolved,46.0,AGT19,4.0,False
TKT002142,ORD014152,CUST01473,2022-02-26,Delivery Delay,Phone,Resolved,23.0,AGT07,3.0,False
TKT002143,,CUST00736,2024-05-17,Refund Not Received,Chat,Resolved,38.0,AGT14,5.0,False
TKT002144,,CUST00122,2023-08-22,Damaged Product,Social Media,Resolved,11.0,AGT02,3.0,False
TKT002145,ORD009432,CUST00335,2023-06-02,Wrong Item Received,Email,Closed,40.0,AGT02,1.0,False
TKT002146,ORD008559,CUST00804,2023-06-06,Refund Not Received,Social Media,Resolved,22.0,AGT17,1.0,False
TKT002147,ORD003335,CUST00631,2024-03-21,Damaged Product,Email,Open,,AGT01,,False
TKT002148,,CUST01731,2022-10-26,Refund Not Received,Social Media,Closed,31.0,AGT01,2.0,False
TKT002149,,CUST00551,2022-09-02,Delivery Delay,Chat,Resolved,19.0,AGT16,1.0,False
TKT002150,ORD013675,CUST01512,2023-02-25,Damaged Product,Chat,Closed,35.0,AGT12,4.0,False
TKT002151,ORD011475,CUST00289,2024-01-23,Delivery Delay,Social Media,Open,,AGT06,,False
TKT002152,,CUST00710,2023-11-27,Damaged Product,Phone,Resolved,10.0,AGT17,3.0,False
TKT002153,,CUST00992,2023-10-04,Wrong Item Received,Phone,Resolved,57.0,AGT20,3.0,True
TKT002154,ORD013752,CUST00479,2024-06-04,Refund Not Received,Phone,Closed,47.0,AGT02,3.0,True
TKT002155,ORD012248,CUST00872,2023-01-27,Other,Phone,Resolved,68.0,AGT19,4.0,False
TKT002156,,CUST01673,2022-04-17,Login Issue,Chat,Escalated,,AGT06,,False
TKT002157,,CUST00644,2023-09-01,Delivery Delay,Phone,Resolved,9.0,AGT08,1.0,False
TKT002158,,CUST00583,2023-11-06,Payment Failed,Chat,Resolved,72.0,AGT03,4.0,False
TKT002159,ORD009574,CUST00309,2022-02-03,Wrong Item Received,Email,Closed,58.0,AGT03,1.0,False
TKT002160,ORD004950,CUST00954,2023-06-18,Other,Phone,Resolved,66.0,AGT10,1.0,False
TKT002161,,CUST00266,2023-02-22,Delivery Delay,Chat,Resolved,67.0,AGT14,3.0,False
TKT002162,ORD006434,CUST01074,2022-07-28,Other,Email,Open,,AGT17,,False
TKT002163,ORD001096,CUST01131,2024-02-25,Refund Not Received,Social Media,Resolved,45.0,AGT17,4.0,False
TKT002164,ORD000560,CUST01707,2022-06-23,Delivery Delay,Chat,Resolved,49.0,AGT20,3.0,False
TKT002165,ORD013860,CUST00097,2024-03-04,Other,Phone,Resolved,4.0,AGT19,3.0,True
TKT002166,,CUST01134,2023-07-13,,Phone,Resolved,37.0,AGT08,2.0,False
TKT002167,ORD009760,CUST01124,2024-02-22,Damaged Product,Social Media,Resolved,11.0,AGT11,5.0,False
TKT002168,ORD007273,CUST01140,2022-03-10,Refund Not Received,Email,Resolved,34.0,AGT16,4.0,False
TKT002169,ORD007211,CUST00998,2022-12-25,Other,Email,Resolved,15.0,AGT07,3.0,False
TKT002170,,CUST01283,2023-09-28,Damaged Product,Chat,Resolved,1.0,AGT01,2.0,False
TKT002171,ORD004659,CUST00181,2023-11-09,Wrong Item Received,Chat,Resolved,41.0,AGT16,3.0,False
TKT002172,ORD002427,CUST01836,2024-04-03,Promo Code Not Working,Chat,Resolved,72.0,AGT19,4.0,False
TKT002173,ORD014974,CUST01564,2023-02-16,Delivery Delay,Chat,Closed,49.0,AGT06,2.0,False
TKT002174,ORD009621,CUST01553,2024-02-17,Damaged Product,Email,Closed,62.0,AGT16,5.0,False
TKT002175,ORD006268,CUST01635,2022-01-07,Promo Code Not Working,Chat,Resolved,8.0,AGT04,1.0,False
TKT002176,ORD002917,CUST01652,2022-05-25,Delivery Delay,Phone,Open,,AGT12,,True
TKT002177,ORD003627,CUST00323,2023-04-26,Damaged Product,Chat,Resolved,3.0,AGT19,1.0,False
TKT002178,ORD000925,CUST00789,2022-11-08,Refund Not Received,Email,Resolved,17.0,AGT01,1.0,False
TKT002179,ORD000086,CUST00865,2023-04-29,Refund Not Received,Chat,Resolved,29.0,AGT07,4.0,False
TKT002180,,CUST00737,2022-07-01,Damaged Product,Chat,Closed,31.0,AGT08,1.0,True
TKT002181,,CUST01434,2022-02-14,,Email,Closed,61.0,AGT02,4.0,False
TKT002182,ORD009056,CUST01241,2023-09-19,Delivery Delay,Phone,Resolved,2.0,AGT12,2.0,False
TKT002183,ORD006168,CUST01115,2023-01-29,Delivery Delay,Email,Resolved,28.0,AGT12,5.0,False
TKT002184,ORD012014,CUST00961,2024-06-25,Delivery Delay,Social Media,Resolved,62.0,AGT10,1.0,False
TKT002185,ORD000238,CUST00003,2023-12-02,Damaged Product,Email,Resolved,21.0,AGT18,4.0,False
TKT002186,ORD007745,CUST01863,2022-01-18,Cancellation Request,Email,Closed,19.0,AGT06,4.0,False
TKT002187,ORD004522,CUST00108,2022-09-09,Refund Not Received,Chat,Resolved,40.0,AGT01,3.0,False
TKT002188,,CUST00678,2024-05-06,Refund Not Received,Email,Open,,AGT05,,False
TKT002189,ORD002712,CUST00251,2024-01-21,Payment Failed,Email,Escalated,,AGT14,,False
TKT002190,ORD011549,CUST00656,2022-08-04,Delivery Delay,Email,Closed,43.0,AGT20,4.0,False
TKT002191,ORD001920,CUST00370,2023-10-28,Cancellation Request,Phone,Resolved,7.0,AGT20,1.0,False
TKT002192,ORD013760,CUST00553,2023-07-16,,Chat,Closed,12.0,AGT15,5.0,True
TKT002193,ORD003880,CUST00474,2022-05-08,Login Issue,Social Media,Closed,56.0,AGT06,1.0,False
TKT002194,ORD011411,CUST01755,2024-04-26,Wrong Item Received,Chat,Resolved,13.0,AGT13,1.0,False
TKT002195,,CUST01158,2023-03-09,Wrong Item Received,Chat,Closed,10.0,AGT06,2.0,True
TKT002196,,CUST01896,2023-12-17,Refund Not Received,Phone,Escalated,,AGT09,,False
TKT002197,ORD001109,CUST00779,2023-11-16,Refund Not Received,Chat,Escalated,,AGT07,,False
TKT002198,ORD014278,CUST00274,2023-09-17,Refund Not Received,Phone,Escalated,,AGT02,,False
TKT002199,ORD009886,CUST00769,2022-08-14,Cancellation Request,Email,Resolved,60.0,AGT02,1.0,False
TKT002200,ORD011128,CUST01684,2023-09-26,Promo Code Not Working,Phone,Resolved,16.0,AGT19,4.0,False
TKT002201,ORD001695,CUST01977,2022-12-29,Damaged Product,Phone,Resolved,11.0,AGT05,3.0,True
TKT002202,ORD008134,CUST01804,2023-08-03,Delivery Delay,Email,Resolved,35.0,AGT06,3.0,False
TKT002203,ORD008361,CUST01619,2023-06-14,Damaged Product,Chat,Resolved,1.0,AGT13,1.0,False
TKT002204,ORD003039,CUST01133,2023-07-29,Refund Not Received,Email,Closed,51.0,AGT19,1.0,True
TKT002205,,CUST01016,2023-10-31,Wrong Item Received,Social Media,Closed,33.0,AGT07,5.0,True
TKT002206,ORD009136,CUST01520,2024-05-31,,Social Media,Escalated,,AGT02,,True
TKT002207,,CUST00837,2022-05-31,Login Issue,Chat,Closed,57.0,AGT15,2.0,False
TKT002208,ORD009758,CUST01535,2022-02-02,Wrong Item Received,Email,Closed,17.0,AGT19,2.0,False
TKT002209,ORD011523,CUST00655,2024-06-26,Login Issue,Email,Resolved,59.0,AGT16,5.0,False
TKT002210,ORD004548,CUST01288,2022-08-20,Wrong Item Received,Chat,Resolved,22.0,AGT14,5.0,False
TKT002211,ORD003843,CUST00013,2022-09-01,Cancellation Request,Chat,Closed,36.0,AGT01,4.0,False
TKT002212,,CUST00905,2022-02-13,Login Issue,Email,Escalated,,AGT13,,False
TKT002213,ORD010303,CUST01964,2023-06-15,Damaged Product,Chat,Resolved,11.0,AGT14,1.0,False
TKT002214,ORD009700,CUST00368,2022-05-28,Other,Email,Closed,6.0,AGT15,5.0,True
TKT002215,,CUST00730,2022-05-13,Other,Email,Resolved,33.0,AGT18,1.0,False
TKT002216,ORD001035,CUST00373,2022-09-20,Other,Email,Resolved,61.0,AGT07,5.0,True
TKT002217,,CUST00983,2022-09-23,Wrong Item Received,Chat,Resolved,56.0,AGT02,4.0,False
TKT002218,ORD003223,CUST01696,2023-03-18,,Chat,Resolved,18.0,AGT08,3.0,False
TKT002219,ORD010377,CUST01805,2024-06-11,Delivery Delay,Email,Open,,AGT05,,False
TKT002220,ORD002801,CUST00784,2024-03-20,Delivery Delay,Social Media,Resolved,25.0,AGT03,2.0,False
TKT002221,ORD003737,CUST01586,2024-04-18,Other,Chat,Resolved,47.0,AGT19,3.0,False
TKT002222,ORD006617,CUST01955,2022-10-22,Promo Code Not Working,Email,Resolved,37.0,AGT02,4.0,False
TKT002223,,CUST01365,2024-04-05,Payment Failed,Email,Open,,AGT05,,True
TKT002224,ORD004532,CUST01960,2022-06-02,Damaged Product,Phone,Open,,AGT05,,False
TKT002225,,CUST00210,2024-05-06,Refund Not Received,Phone,Escalated,,AGT03,,True
TKT002226,ORD012422,CUST01323,2024-02-01,Refund Not Received,Email,Closed,55.0,AGT08,3.0,False
TKT002227,ORD010134,CUST01722,2022-11-10,Delivery Delay,Chat,Open,,AGT19,,True
TKT002228,ORD003460,CUST00096,2022-01-25,Payment Failed,Chat,Closed,68.0,AGT19,1.0,False
TKT002229,ORD012205,CUST01114,2024-04-07,Damaged Product,Email,Escalated,,AGT14,,False
TKT002230,ORD006325,CUST01036,2023-08-04,Delivery Delay,Phone,Open,,AGT13,,True
TKT002231,ORD002309,CUST01055,2023-01-01,Login Issue,Email,Resolved,70.0,AGT13,1.0,False
TKT002232,,CUST00184,2022-01-13,,Phone,Resolved,43.0,AGT06,4.0,True
TKT002233,,CUST00840,2022-04-14,Payment Failed,Chat,Resolved,59.0,AGT08,5.0,False
TKT002234,ORD012546,CUST00199,2023-06-16,Payment Failed,Email,Closed,66.0,AGT16,1.0,False
TKT002235,ORD006162,CUST01215,2023-12-20,Wrong Item Received,Email,Resolved,2.0,AGT15,2.0,False
TKT002236,ORD008283,CUST01824,2022-12-19,Payment Failed,Phone,Closed,30.0,AGT03,5.0,False
TKT002237,ORD009009,CUST00642,2023-12-08,Wrong Item Received,Phone,Open,,AGT01,,True
TKT002238,ORD002366,CUST01896,2022-08-29,Payment Failed,Chat,Resolved,27.0,AGT17,3.0,True
TKT002239,ORD003167,CUST00728,2023-09-27,Delivery Delay,Email,Open,,AGT12,,False
TKT002240,ORD013367,CUST01087,2022-01-04,Other,Email,Closed,60.0,AGT20,1.0,False
TKT002241,,CUST00024,2024-06-07,Promo Code Not Working,Social Media,Resolved,24.0,AGT16,4.0,False
TKT002242,ORD013134,CUST00311,2022-04-05,Damaged Product,Email,Escalated,,AGT01,,False
TKT002243,ORD005507,CUST00254,2022-09-22,Refund Not Received,Social Media,Open,,AGT13,,False
TKT002244,ORD002020,CUST00379,2023-06-08,Refund Not Received,Social Media,Closed,16.0,AGT13,2.0,False
TKT002245,ORD002258,CUST01228,2024-06-15,Wrong Item Received,Chat,Open,,AGT02,,True
TKT002246,ORD007015,CUST00300,2022-12-12,Wrong Item Received,Phone,Open,,AGT08,,False
TKT002247,ORD007540,CUST00822,2024-05-12,Payment Failed,Chat,Resolved,19.0,AGT07,5.0,True
TKT002248,,CUST01023,2023-05-22,Delivery Delay,Chat,Closed,29.0,AGT16,2.0,False
TKT002249,ORD011207,CUST01729,2023-12-16,Payment Failed,Email,Escalated,,AGT14,,False
TKT002250,ORD004526,CUST01327,2024-04-09,Damaged Product,Phone,Resolved,44.0,AGT04,5.0,False
TKT002251,ORD014205,CUST00309,2023-10-19,Delivery Delay,Social Media,Resolved,22.0,AGT05,2.0,True
TKT002252,ORD006869,CUST01307,2023-11-26,Payment Failed,Chat,Resolved,4.0,AGT08,4.0,False
TKT002253,ORD011680,CUST00194,2023-10-13,,Email,Resolved,41.0,AGT20,3.0,False
TKT002254,,CUST00511,2024-04-09,Delivery Delay,Phone,Closed,26.0,AGT12,4.0,False
TKT002255,ORD011549,CUST01650,2022-02-04,Refund Not Received,Chat,Open,,AGT02,,False
TKT002256,,CUST01668,2022-08-10,Delivery Delay,Chat,Resolved,34.0,AGT05,2.0,False
TKT002257,,CUST00652,2024-01-10,Wrong Item Received,Phone,Open,,AGT03,,False
TKT002258,,CUST01999,2022-06-09,Refund Not Received,Chat,Closed,51.0,AGT15,5.0,False
TKT002259,ORD007441,CUST01745,2024-03-05,Promo Code Not Working,Chat,Resolved,50.0,AGT15,3.0,False
TKT002260,ORD009593,CUST01944,2023-04-18,Wrong Item Received,Chat,Closed,70.0,AGT13,2.0,False
TKT002261,ORD004198,CUST00836,2022-01-15,Other,Chat,Closed,31.0,AGT02,4.0,False
TKT002262,ORD013616,CUST01697,2022-01-09,Wrong Item Received,Social Media,Closed,1.0,AGT04,1.0,False
TKT002263,ORD002357,CUST01957,2022-12-23,Promo Code Not Working,Email,Closed,28.0,AGT14,4.0,False
TKT002264,ORD004424,CUST01575,2024-03-03,Wrong Item Received,Phone,Resolved,67.0,AGT09,1.0,False
TKT002265,ORD005381,CUST01914,2023-07-30,Cancellation Request,Email,Escalated,,AGT17,,False
TKT002266,ORD008748,CUST01105,2023-08-21,Cancellation Request,Chat,Resolved,69.0,AGT19,3.0,False
TKT002267,ORD014886,CUST01230,2023-08-24,Refund Not Received,Phone,Closed,23.0,AGT17,2.0,False
TKT002268,,CUST00428,2022-03-29,Payment Failed,Phone,Resolved,50.0,AGT11,2.0,False
TKT002269,,CUST01237,2022-06-25,Damaged Product,Email,Resolved,27.0,AGT11,4.0,False
TKT002270,,CUST00560,2024-05-08,Login Issue,Email,Resolved,56.0,AGT02,4.0,False
TKT002271,ORD013570,CUST01357,2023-05-27,Delivery Delay,Social Media,Resolved,46.0,AGT09,4.0,False
TKT002272,ORD005285,CUST01221,2022-02-14,Wrong Item Received,Phone,Resolved,14.0,AGT08,5.0,False
TKT002273,ORD012621,CUST01683,2022-08-18,Promo Code Not Working,Social Media,Closed,16.0,AGT20,5.0,False
TKT002274,ORD000981,CUST01814,2024-02-23,Refund Not Received,Chat,Open,,AGT12,,False
TKT002275,ORD003707,CUST00154,2022-06-11,Delivery Delay,Phone,Closed,66.0,AGT11,3.0,False
TKT002276,ORD005842,CUST00585,2023-11-21,Wrong Item Received,Chat,Resolved,29.0,AGT17,3.0,False
TKT002277,ORD008473,CUST01558,2024-05-18,Delivery Delay,Chat,Closed,63.0,AGT13,2.0,True
TKT002278,ORD001330,CUST00292,2022-08-20,Refund Not Received,Phone,Open,,AGT12,,False
TKT002279,ORD012795,CUST00875,2024-05-24,Delivery Delay,Chat,Resolved,31.0,AGT20,1.0,False
TKT002280,,CUST00095,2023-05-20,Cancellation Request,Email,Resolved,37.0,AGT01,5.0,False
TKT002281,ORD012336,CUST00668,2023-11-12,Cancellation Request,Phone,Closed,26.0,AGT05,5.0,False
TKT002282,ORD001079,CUST01985,2022-03-20,Promo Code Not Working,Chat,Closed,5.0,AGT07,5.0,False
TKT002283,ORD005228,CUST01800,2023-02-25,Damaged Product,Chat,Closed,31.0,AGT04,3.0,False
TKT002284,ORD010902,CUST01870,2022-07-07,Damaged Product,Chat,Escalated,,AGT01,,False
TKT002285,ORD011841,CUST00347,2023-12-09,Damaged Product,Phone,Closed,7.0,AGT06,3.0,False
TKT002286,ORD003135,CUST01677,2023-01-30,Refund Not Received,Chat,Closed,15.0,AGT01,4.0,True
TKT002287,ORD000272,CUST01555,2023-09-26,Other,Chat,Closed,62.0,AGT02,4.0,False
TKT002288,ORD000578,CUST01800,2022-03-12,Cancellation Request,Chat,Resolved,35.0,AGT04,2.0,False
TKT002289,,CUST01037,2022-11-21,Payment Failed,Email,Resolved,18.0,AGT03,5.0,False
TKT002290,,CUST00908,2022-08-10,Delivery Delay,Chat,Escalated,,AGT11,,False
TKT002291,ORD005170,CUST01963,2023-01-30,Delivery Delay,Email,Resolved,4.0,AGT20,4.0,True
TKT002292,,CUST00276,2022-04-08,Cancellation Request,Chat,Resolved,31.0,AGT15,3.0,True
TKT002293,ORD003208,CUST01671,2023-08-08,Wrong Item Received,Email,Resolved,47.0,AGT09,4.0,False
TKT002294,ORD003435,CUST00583,2023-04-24,,Email,Resolved,9.0,AGT07,4.0,False
TKT002295,ORD000013,CUST01174,2022-05-01,Wrong Item Received,Phone,Escalated,,AGT16,,True
TKT002296,,CUST01079,2023-08-04,Delivery Delay,Phone,Resolved,66.0,AGT17,3.0,False
TKT002297,,CUST00579,2023-06-26,Delivery Delay,Email,Resolved,7.0,AGT14,5.0,False
TKT002298,ORD011455,CUST01793,2023-08-14,Damaged Product,Email,Open,,AGT03,,False
TKT002299,ORD007009,CUST01207,2022-10-15,Wrong Item Received,Email,Open,,AGT13,,False
TKT002300,ORD003015,CUST00729,2023-06-16,Delivery Delay,Phone,Resolved,4.0,AGT16,5.0,False
TKT002301,ORD008374,CUST00081,2024-03-09,Delivery Delay,Social Media,Resolved,26.0,AGT01,3.0,False
TKT002302,,CUST00329,2022-07-11,Wrong Item Received,Email,Resolved,1.0,AGT05,3.0,False
TKT002303,ORD005162,CUST00353,2022-01-05,Damaged Product,Email,Open,,AGT03,,False
TKT002304,ORD005601,CUST01510,2023-08-18,Damaged Product,Chat,Open,,AGT10,,False
TKT002305,ORD004835,CUST01570,2023-02-20,Delivery Delay,Chat,Resolved,4.0,AGT20,4.0,False
TKT002306,ORD003122,CUST00581,2022-12-06,Promo Code Not Working,Email,Open,,AGT19,,False
TKT002307,,CUST00542,2024-03-16,Refund Not Received,Chat,Open,,AGT16,,True
TKT002308,ORD001873,CUST01066,2023-05-15,Wrong Item Received,Phone,Resolved,34.0,AGT17,1.0,False
TKT002309,ORD006158,CUST00587,2024-03-27,Wrong Item Received,Phone,Resolved,56.0,AGT10,3.0,False
TKT002310,,CUST01866,2023-07-21,Payment Failed,Social Media,Resolved,58.0,AGT12,2.0,False
TKT002311,ORD010293,CUST01394,2022-04-14,,Email,Open,,AGT04,,False
TKT002312,ORD002249,CUST01376,2023-06-29,Refund Not Received,Phone,Closed,23.0,AGT18,2.0,False
TKT002313,,CUST01616,2022-12-13,Cancellation Request,Chat,Resolved,29.0,AGT16,1.0,False
TKT002314,,CUST01811,2024-03-21,Wrong Item Received,Chat,Closed,30.0,AGT14,5.0,True
TKT002315,ORD004812,CUST00760,2024-03-25,Delivery Delay,Social Media,Open,,AGT05,,False
TKT002316,,CUST00324,2022-06-10,Payment Failed,Email,Closed,31.0,AGT09,4.0,False
TKT002317,ORD009975,CUST00612,2024-04-02,Refund Not Received,Email,Resolved,10.0,AGT13,1.0,False
TKT002318,ORD014891,CUST01605,2023-03-02,Refund Not Received,Email,Closed,26.0,AGT09,2.0,False
TKT002319,ORD003895,CUST01609,2023-03-12,Delivery Delay,Chat,Closed,29.0,AGT04,3.0,False
TKT002320,ORD012733,CUST00459,2024-06-24,Other,Email,Resolved,7.0,AGT08,3.0,False
TKT002321,,CUST01602,2022-01-19,Cancellation Request,Email,Closed,20.0,AGT02,4.0,False
TKT002322,,CUST01396,2023-02-14,Payment Failed,Email,Resolved,60.0,AGT18,4.0,False
TKT002323,ORD010354,CUST01551,2023-02-25,Damaged Product,Phone,Closed,70.0,AGT19,1.0,False
TKT002324,ORD001639,CUST01284,2022-12-20,Payment Failed,Chat,Resolved,71.0,AGT08,5.0,False
TKT002325,,CUST01818,2023-07-30,Refund Not Received,Email,Open,,AGT16,,True
TKT002326,,CUST01673,2024-02-25,Delivery Delay,Email,Resolved,24.0,AGT07,1.0,False
TKT002327,ORD000576,CUST01510,2022-03-31,Delivery Delay,Chat,Resolved,43.0,AGT03,2.0,False
TKT002328,ORD006465,CUST00989,2024-05-01,Damaged Product,Phone,Closed,71.0,AGT15,1.0,False
TKT002329,,CUST01672,2022-12-09,Damaged Product,Email,Resolved,52.0,AGT17,5.0,True
TKT002330,ORD013857,CUST00230,2023-12-21,Wrong Item Received,Chat,Resolved,31.0,AGT13,4.0,False
TKT002331,ORD012427,CUST01860,2023-08-06,Damaged Product,Email,Resolved,8.0,AGT06,1.0,False
TKT002332,,CUST00469,2022-07-25,Cancellation Request,Phone,Open,,AGT11,,True
TKT002333,ORD006018,CUST01811,2024-05-27,Payment Failed,Chat,Escalated,,AGT05,,False
TKT002334,ORD006594,CUST00289,2023-04-03,Login Issue,Email,Resolved,20.0,AGT19,1.0,False
TKT002335,,CUST01193,2023-03-19,Wrong Item Received,Chat,Resolved,26.0,AGT08,1.0,False
TKT002336,ORD013013,CUST01681,2022-01-17,Delivery Delay,Social Media,Resolved,39.0,AGT16,5.0,False
TKT002337,ORD010217,CUST00028,2023-11-09,Other,Phone,Resolved,33.0,AGT13,1.0,True
TKT002338,ORD003012,CUST01005,2022-01-15,Payment Failed,Phone,Resolved,67.0,AGT14,5.0,False
TKT002339,ORD001578,CUST01976,2022-04-23,Payment Failed,Email,Escalated,,AGT19,,True
TKT002340,ORD011321,CUST01846,2023-11-15,Wrong Item Received,Phone,Escalated,,AGT15,,True
TKT002341,ORD013293,CUST00594,2024-01-18,Payment Failed,Chat,Resolved,45.0,AGT10,5.0,False
TKT002342,ORD002269,CUST01387,2024-06-26,Delivery Delay,Chat,Open,,AGT18,,False
TKT002343,,CUST01774,2024-04-25,Delivery Delay,Chat,Closed,59.0,AGT11,2.0,False
TKT002344,ORD014353,CUST00332,2022-09-26,Payment Failed,Email,Resolved,4.0,AGT16,3.0,False
TKT002345,ORD003262,CUST01817,2022-06-22,Damaged Product,Email,Escalated,,AGT06,,False
TKT002346,ORD002141,CUST01469,2023-05-12,Wrong Item Received,Phone,Resolved,2.0,AGT13,5.0,False
TKT002347,,CUST01610,2023-01-17,Damaged Product,Email,Escalated,,AGT03,,False
TKT002348,ORD005134,CUST01895,2023-06-08,Refund Not Received,Email,Open,,AGT01,,False
TKT002349,,CUST01868,2023-01-21,Cancellation Request,Email,Resolved,58.0,AGT01,5.0,True
TKT002350,ORD004582,CUST00576,2024-01-19,Delivery Delay,Chat,Closed,26.0,AGT01,1.0,False
TKT002351,,CUST00517,2022-09-05,Damaged Product,Chat,Resolved,8.0,AGT12,2.0,False
TKT002352,ORD008440,CUST00117,2023-04-09,Login Issue,Social Media,Closed,16.0,AGT04,4.0,False
TKT002353,ORD006563,CUST01093,2022-04-04,Other,Email,Resolved,10.0,AGT05,4.0,False
TKT002354,ORD006000,CUST01471,2022-06-13,Wrong Item Received,Phone,Closed,48.0,AGT04,3.0,True
